m01oak00001CC	AT5G62080
m01oak06307cC	AT2G41430
m01oak06308Ct	AT5G56840
m01oak06309cC	AT1G34320
m01oak06311cC	AT5G50100
m01oak06312cC	AT5G48720
m01oak06313CF	AT4G16180
m01oak06315cC	AT5G66390
m01oak06317cc	AT2G01490
m01oak06318cC	AT1G08640
m01oak06319cC	AT3G59780
m01oak06320CC	AT5G11480
m01oak06321sC	AT3G20680
m01oak06322CC	AT5G64050
m01oak06331CC	AT4G24210
m01oak06332CC	AT5G53020
m01oak06335cC	AT3G54190
m01oak06336cC	AT4G04930
m01oak06339CC	AT4G02990
m01oak06341cC	AT4G29590
m01oak06342Ct	AT4G21190
m01oak06343CC	AT3G04240
m01oak06344cC	AT4G11790
m01oak06346cF	AT3G63030
m01oak06348cC	AT2G30590
m01oak06350CC	AT4G39370
m01oak06351SC	AT2G36145
m01oak06352CC	AT4G32600
m01oak06355cC	AT1G68020
m01oak06360CC	AT3G27000
m01oak06361CC	AT2G13690
m01oak06362CC	AT5G64560
m01oak06363cC	AT1G08410
m01oak06364Cz	AT4G14615
m01oak06366cC	AT5G12320
m01oak06367cC	AT3G04680
m01oak06369CC	AT4G30480
m01oak06370cC	AT5G47840
m01oak06371CC	AT2G44930
m01oak06377Ct	AT3G17770
m01oak06379CC	AT1G15860
m01oak06383JC	AT2G41790
m01oak06385CC	AT3G02750
m01oak06386JC	AT1G66680
m01oak06387cC	AT3G18990
m01oak06388cC	AT5G45590
m01oak06395cf	AT5G60550
m01oak06396Cc	AT1G77550
m01oak06397cC	AT4G36850
m01oak06399cC	AT3G09970
m01oak06400CC	AT3G23710
m01oak06402CF	AT3G08550
m01oak06404cC	AT1G11930
m01oak06405JC	AT5G53970
m01oak06406CC	AT5G59160
m01oak06407cC	AT5G63110
m01oak06410cC	AT4G32400
m01oak06411CF	AT2G34570
m01oak06412CC	AT4G17620
m01oak06413cC	AT4G20430
m01oak06414cC	AT5G23610
m01oak06415cC	AT2G35550
m01oak06420Ct	AT1G49380
m01oak06422CC	AT3G12660
m01oak06423cC	AT5G22340
m01oak06424CC	AT4G38810
m01oak06427cC	AT2G34690
m01oak06428CT	AT5G10630
m01oak06432cC	AT1G56050
m01oak06439CC	AT1G62305
m01oak06440cC	AT2G32590
m01oak06442cC	AT1G04620
m01oak06443CC	AT1G02730
m01oak06444jt	AT3G58110
m01oak06446Ci	AT1G66430
m01oak06448cC	AT1G22460
m01oak06449CC	AT3G58600
m01oak06450CC	AT3G06430
m01oak06451CC	AT2G20590
m01oak06455cC	AT3G15095
m01oak06457cC	AT1G79560
m01oak06458cF	AT1G63430
m01oak06463Ct	AT3G54280
m01oak06464cf	AT3G52250
m01oak06467CC	AT5G48460
m01oak06468cC	AT5G03760
m01oak06469CC	AT5G56760
m01oak06470CC	AT1G68100
m01oak06471jC	AT5G27320
m01oak06472Ct	AT4G18590
m01oak06473CC	AT5G58620
m01oak06474CC	AT4G12760
m01oak06476cF	AT5G10200
m01oak06480cC	AT3G12680
m01oak06481cC	AT1G22930
m01oak06482cc	AT5G13100
m01oak06483CC	AT3G03560
m01oak06486ct	AT5G46580
m01oak06487CF	AT3G14172
m01oak06490cC	AT1G77250
m01oak06491ct	AT5G23300
m01oak06494cC	AT1G58470
m01oak06497CC	AT4G32605
m01oak06498CC	AT5G38600
m01oak06499JC	AT1G75730
m01oak06500CC	AT2G39340
m01oak06504cC	AT3G12010
m01oak06505cF	AT1G15200
m01oak06507cF	AT2G39170
m01oak06508cC	AT1G44790
m01oak06509cC	AT3G28040
m01oak06510cc	AT3G62910
m01oak06512cf	AT1G30470
m01oak06514cC	AT3G23400
m01oak06515CC	AT1G22750
m01oak06516cC	AT3G21540
m01oak06517cT	AT2G46140
m01oak06518CC	AT3G55070
m01oak06519CC	AT4G24240
m01oak06520CC	AT4G23060
m01oak06522cC	AT1G61040
m01oak06523CC	AT3G55510
m01oak06527CC	AT2G18900
m01oak06528Ci	AT1G04400
m01oak06529cC	AT1G77300
m01oak06530Cm	AT5G58380
m01oak06531cC	AT5G53440
m01oak06533cT	AT4G36520
m01oak06535cC	AT3G12600
m01oak06538CC	AT5G13190
m01oak06540CC	AT3G62770
m01oak06541cF	AT3G25110
m01oak06542CC	AT5G50150
m01oak06547cC	AT2G30695
m01oak06548cC	AT3G23670
m01oak06549cf	AT2G22370
m01oak06554CC	AT3G19900
m01oak06557CC	AT5G26230
m01oak06559CC	AT2G37290
m01oak06561CC	AT3G26370
m01oak06565CC	AT1G02080
m01oak06567CC	AT2G02040
m01oak06571CC	AT3G01160
m01oak06572CC	AT5G16290
m01oak06574CC	AT5G49880
m01oak06581cC	AT1G04555
m01oak06582cC	AT3G22290
m01oak06585cC	AT3G61060
m01oak06588cC	AT3G12020
m01oak06592cC	AT1G12680
m01oak06594CC	AT5G21170
m01oak06595cC	AT1G71790
m01oak06597CC	AT4G26150
m01oak06600CC	AT3G19960
m01oak06601cC	AT1G01630
m01oak06602cC	AT5G19290
m01oak06604CC	AT1G16720
m01oak06605CC	AT3G03630
m01oak06606cC	AT1G60770
m01oak06607cf	AT1G23440
m01oak06608cc	AT4G05530
m01oak06610CC	AT1G12770
m01oak06611jC	AT3G55010
m01oak06612cF	AT3G24740
m01oak06613cf	AT1G64860
m01oak06616cC	AT2G01070
m01oak06617cC	AT4G02030
m01oak06618CC	AT5G48470
m01oak06619cC	AT1G27050
m01oak06620cC	AT5G57020
m01oak06622cC	AT3G57050
m01oak06626cf	AT2G45440
m01oak06634cC	AT2G23820
m01oak06635CC	AT5G46910
m01oak06638cC	AT4G04880
m01oak06640cF	AT3G25070
m01oak06641CC	AT5G39530
m01oak06644cC	AT2G39805
m01oak06645cC	AT3G58180
m01oak06646jC	AT3G50650
m01oak06648cC	AT1G28490
m01oak06649cC	AT1G18850
m01oak06652cC	AT3G55470
m01oak06653Ct	AT1G10370
m01oak06654cf	AT1G29120
m01oak06655CC	AT1G48380
m01oak06656cm	AT3G07750
m01oak06656cm	AT4G31930
m01oak06660cF	AT1G08810
m01oak06661cC	AT1G06690
m01oak06662cc	AT1G50450
m01oak06663cC	AT1G77470
m01oak06665cC	AT2G44140
m01oak06668cC	AT5G64813
m01oak06670CF	AT2G27810
m01oak06671cC	AT3G19540
m01oak06674CC	AT5G42150
m01oak06675CC	AT4G17000
m01oak06677cC	AT5G25080
m01oak06681CF	AT1G09730
m01oak06682CF	AT3G11620
m01oak06687cC	AT1G75720
m01oak06689jC	AT2G30530
m01oak06693cf	AT2G43180
m01oak06694CC	AT3G54880
m01oak06695cC	AT3G22370
m01oak06696cC	AT2G20570
m01oak06698cF	AT5G49810
m01oak06699cT	AT2G16485
m01oak06701cC	AT5G66320
m01oak06704cC	AT1G63110
m01oak06705CC	AT4G35650
m01oak06707CC	AT5G32450
m01oak06708cF	AT1G68750
m01oak06709JC	AT4G22130
m01oak06710cf	AT5G16250
m01oak06711CC	AT5G11860
m01oak06713cC	AT2G24220
m01oak06715CI	AT4G32770
m01oak06716Ct	AT1G23965
m01oak06718cC	AT1G08490
m01oak06720cC	AT3G05710
m01oak06722cC	AT1G51140
m01oak06724CC	AT1G77140
m01oak06725CF	AT3G15690
m01oak06729CT	AT5G11490
m01oak06730cF	AT5G24710
m01oak06738cC	AT1G20370
m01oak06741CC	AT2G45240
m01oak06742CC	AT5G63140
m01oak06743CC	AT5G61500
m01oak06744cF	AT5G28740
m01oak06745cC	AT4G00026
m01oak06746cM	AT1G67080
m01oak06747CC	AT5G18670
m01oak06748cC	AT4G27490
m01oak06749CC	AT2G31280
m01oak06750CC	AT2G38840
m01oak06753cT	AT4G16380
m01oak06755cC	AT2G26300
m01oak06756CC	AT4G33480
m01oak06757cC	AT1G26640
m01oak06759CC	AT2G35610
m01oak06760CF	AT4G24560
m01oak06761CC	AT5G51100
m01oak06763cC	AT1G10740
m01oak06766cf	AT3G09180
m01oak06767CC	AT3G51510
m01oak06770cT	AT1G51450
m01oak06771cC	AT5G05140
m01oak06772CC	AT2G42780
m01oak06773ct	AT2G28230
m01oak06775CC	AT4G13040
m01oak06776CC	AT5G65640
m01oak06777CC	AT2G16365
m01oak06778cC	AT3G13300
m01oak06780cM	AT1G28420
m01oak06782CC	AT2G21600
m01oak06785cC	AT1G28440
m01oak06787cC	AT3G03740
m01oak06788cC	AT1G54490
m01oak06789cC	AT5G03415
m01oak06790CF	AT1G71800
m01oak06794CC	AT1G73650
m01oak06795Ct	AT3G62630
m01oak06798Ci	AT1G26460
m01oak06799CC	AT4G26900
m01oak06800cC	AT3G15180
m01oak06801CC	AT5G22320
m01oak06804JC	AT1G04790
m01oak06805CC	AT2G01060
m01oak06807cC	AT1G11390
m01oak06808Ct	AT5G59610
m01oak06810CC	AT1G75500
m01oak06814CC	AT1G61670
m01oak06815cf	AT2G02800
m01oak06818cF	AT1G48200
m01oak06820CC	AT1G28520
m01oak06822cc	AT3G57520
m01oak06823cC	AT3G60080
m01oak06825CC	AT3G55040
m01oak06826cF	AT3G04600
m01oak06828cC	AT3G51650
m01oak06829CC	AT5G24090
m01oak06830Cc	AT5G26610
m01oak06833cC	AT5G06430
m01oak06835JC	AT2G37420
m01oak06836ct	AT5G26860
m01oak06839CC	AT2G26060
m01oak06840Ct	AT3G15360
m01oak06842cf	AT3G05090
m01oak06847CF	AT2G38650
m01oak06848cF	AT2G32850
m01oak06852CC	AT5G56170
m01oak06854CC	AT2G15240
m01oak06860cf	AT3G52640
m01oak06861cC	AT1G29800
m01oak06862jt	AT5G47430
m01oak06863CF	AT4G01210
m01oak06865cC	AT1G12250
m01oak06866cC	AT1G17720
m01oak06869CF	AT1G53840
m01oak06870CC	AT5G26820
m01oak06876CC	AT3G56110
m01oak06877cC	AT2G39290
m01oak06878cC	AT4G02320
m01oak06882CF	AT2G47410
m01oak06883cI	AT3G48860
m01oak06884CC	AT3G18030
m01oak06885CC	AT2G36960
m01oak06887cC	AT1G71760
m01oak06888cC	AT3G09210
m01oak06890CF	AT5G08630
m01oak06891Ci	AT4G32760
m01oak06892cC	AT4G37460
m01oak06893CC	AT4G02280
m01oak06895cC	AT1G42430
m01oak06896cC	AT4G31880
m01oak06897CC	AT4G24840
m01oak06901cC	AT3G60360
m01oak06902cC	AT5G35730
m01oak06903cC	AT3G01780
m01oak06908jc	AT3G14400
m01oak06910cF	AT4G35640
m01oak06913JC	AT4G18060
m01oak06914cC	AT4G31590
m01oak06916CC	AT1G26670
m01oak06917cC	AT2G16405
m01oak06920CC	AT2G22720
m01oak06921cC	AT3G30390
m01oak06922cC	AT4G35300
m01oak06923CC	AT1G20770
m01oak06924cC	AT5G05340
m01oak06926CC	AT3G63530
m01oak06927CC	AT1G77810
m01oak06929CC	AT4G13720
m01oak06931CC	AT1G70620
m01oak06932cC	AT5G49740
m01oak06933cC	AT5G48380
m01oak06934CC	AT1G14340
m01oak06936CC	AT1G71865
m01oak06937cC	AT5G51230
m01oak06938cf	AT1G23010
m01oak06941cf	AT2G30700
m01oak06944CC	AT2G18710
m01oak06945CC	AT2G17530
m01oak06950JC	AT3G21215
m01oak06951cC	AT3G12380
m01oak06952cT	AT5G08520
m01oak06953JC	AT5G40270
m01oak06957CC	AT1G22620
m01oak06959JC	AT3G19895
m01oak06961ct	AT4G26410
m01oak06962ct	AT3G18430
m01oak06963cC	AT2G22120
m01oak06964cC	AT5G54770
m01oak06965cC	AT1G21650
m01oak06969Ct	AT1G65590
m01oak06970cC	AT5G22110
m01oak06972cC	AT1G10510
m01oak06973cC	AT3G45770
m01oak06976CC	AT1G75150
m01oak06977cC	AT3G29200
m01oak06978cC	AT2G29700
m01oak06979CC	AT5G39950
m01oak06981cC	AT4G20325
m01oak06988cC	AT1G30480
m01oak06989cC	AT1G24310
m01oak06991CF	AT5G15400
m01oak06994cC	AT2G17760
m01oak06995cC	AT1G16040
m01oak06997Ci	AT1G29900
m01oak06998CC	AT1G70710
m01oak06999CC	AT3G16260
m01oak07003cC	AT4G24290
m01oak07005cC	AT4G31210
m01oak07006cC	AT4G31410
m01oak07008cC	AT3G09410
m01oak07010cC	AT5G04460
m01oak07011cf	AT4G19003
m01oak07014CC	AT5G40160
m01oak07015CC	AT2G22610
m01oak07016CT	AT3G43210
m01oak07024CF	AT2G44640
m01oak07025cC	AT1G67040
m01oak07029cC	AT3G24530
m01oak07031cC	AT3G17090
m01oak07032jC	AT3G16050
m01oak07033cC	AT2G46000
m01oak07034Ct	AT3G24200
m01oak07037cC	AT2G30800
m01oak07038CC	AT2G26540
m01oak07040CC	AT4G35320
m01oak07043cC	AT3G66658
m01oak07044cC	AT5G44730
m01oak07045cC	AT2G32910
m01oak07051cC	AT1G75900
m01oak07052CF	AT1G72440
m01oak07055cF	AT3G26950
m01oak07056CT	AT4G36440
m01oak07057cC	AT5G19960
m01oak07060sC	AT3G18080
m01oak07061cC	AT4G32620
m01oak07063CC	AT5G51430
m01oak07065cC	AT3G60500
m01oak07066cC	AT5G58440
m01oak07067cC	AT3G14740
m01oak07068cC	AT4G00450
m01oak07069CC	AT3G63200
m01oak07072JC	AT5G44090
m01oak07076Ct	AT5G55580
m01oak07077CC	AT2G44525
m01oak07078cC	AT5G49210
m01oak07079Cf	AT3G26990
m01oak07082CC	AT2G47470
m01oak07083cf	AT3G07020
m01oak07084CC	AT5G13390
m01oak07085cf	AT2G32940
m01oak07086cC	AT4G33760
m01oak07088CF	AT1G61010
m01oak07089cC	AT4G19350
m01oak07090cC	AT5G58660
m01oak07092cC	AT1G18260
m01oak07095ci	AT5G46070
m01oak07097CC	AT3G19420
m01oak07099cF	AT1G32810
m01oak07103cC	AT5G58020
m01oak07104Cf	AT5G58450
m01oak07107CC	AT1G08660
m01oak07108cC	AT1G05805
m01oak07109cC	AT1G49950
m01oak07116Cz	AT3G58460
m01oak07118cC	AT5G49930
m01oak07122cC	AT5G61970
m01oak07123Ct	AT1G68185
m01oak07124cC	AT4G33945
m01oak07128Ct	AT3G20550
m01oak07129cC	AT1G27190
m01oak07130CC	AT3G21070
m01oak07131cC	AT2G35470
m01oak07134cC	AT2G13560
m01oak07135CC	AT3G06790
m01oak07141Cf	AT2G26780
m01oak07146cC	AT5G65450
m01oak07147cC	AT4G19610
m01oak07149CC	AT5G65840
m01oak07152cC	AT5G52430
m01oak07155cF	AT1G19660
m01oak07156Ct	AT3G10405
m01oak07159cC	AT4G36220
m01oak07160CC	AT2G42710
m01oak07169CC	AT1G64150
m01oak07171ct	AT4G17010
m01oak07174CC	AT4G37200
m01oak07176CC	AT5G61220
m01oak07180cC	AT1G65230
m01oak07183CC	AT3G13940
m01oak07184cC	AT3G62260
m01oak07186CF	AT5G13220
m01oak07187cC	AT5G47500
m01oak07188cC	AT5G35330
m01oak07190cF	AT5G42470
m01oak07192cC	AT3G53580
m01oak07193cC	AT2G44065
m01oak07194jC	AT3G20320
m01oak07195CC	AT1G11660
m01oak07197cC	AT1G44960
m01oak07201CC	AT3G26700
m01oak07202CC	AT1G44770
m01oak07206CC	AT3G44200
m01oak07207CT	AT3G24160
m01oak07208cC	AT5G49650
m01oak07211CC	AT1G01710
m01oak07212CC	AT3G56310
m01oak07213CC	AT5G37055
m01oak07214CC	AT1G04020
m01oak07219cC	AT3G18210
m01oak07221CC	AT5G24760
m01oak07223cC	AT3G61200
m01oak07224cC	AT1G73840
m01oak07231cC	AT5G05700
m01oak07233CC	AT1G48635
m01oak07236cT	AT1G22140
m01oak07238cF	AT4G19040
m01oak07239cT	AT4G11860
m01oak07242CC	AT2G38470
m01oak07243cf	AT5G19540
m01oak07244cF	AT3G05290
m01oak07246cC	AT2G48020
m01oak07248cF	AT1G54990
m01oak07249cF	AT1G65030
m01oak07250cC	AT4G29830
m01oak07251CC	AT3G29090
m01oak07255Ct	AT2G29380
m01oak07256cf	AT2G07050
m01oak07257CC	AT2G15270
m01oak07258CC	AT1G10700
m01oak07259cC	AT1G15660
m01oak07261cF	AT2G38010
m01oak07262CC	AT1G55350
m01oak07264CC	AT1G10170
m01oak07266CC	AT3G58030
m01oak07267jC	AT1G72320
m01oak07268cC	AT3G17790
m01oak07270cF	AT3G04930
m01oak07271cC	AT4G29400
m01oak07272Cc	AT4G36920
m01oak07273cC	AT3G51270
m01oak07275cC	AT1G05180
m01oak07276cC	AT1G26665
m01oak07277CC	AT2G13840
m01oak07278cC	AT5G37590
m01oak07280CC	AT4G06599
m01oak07281CC	AT2G36660
m01oak07284Cf	AT4G14200
m01oak07287cF	AT1G55460
m01oak07288Ct	AT1G18660
m01oak07289sC	AT2G25800
m01oak07290cC	AT3G18050
m01oak07292jC	AT2G16920
m01oak07295cC	AT2G20680
m01oak07298Ci	AT1G14850
m01oak07300CC	AT5G45330
m01oak07301CC	AT1G79550
m01oak07304CC	AT4G03410
m01oak07308CC	AT3G56950
m01oak07309cF	AT5G51340
m01oak07310Ct	AT1G55080
m01oak07311cC	AT3G24090
m01oak07312cF	AT5G23150
m01oak07313CC	AT5G13310
m01oak07318Ct	AT5G17300
m01oak07319cC	AT3G15510
m01oak07322CC	AT3G06960
m01oak07323cC	AT4G26750
m01oak07328CF	AT2G25355
m01oak07329jf	AT1G49850
m01oak07330cf	AT2G39130
m01oak07333cC	AT3G15110
m01oak07334cC	AT1G51940
m01oak07335CC	AT5G13110
m01oak07340CC	AT1G03530
m01oak07348Cc	AT5G12130
m01oak07352CC	AT1G63260
m01oak07353cC	AT3G44600
m01oak07354cC	AT1G12430
m01oak07355cC	AT3G52860
m01oak07356CC	AT5G55600
m01oak07357CC	AT3G28210
m01oak07358CF	AT5G23395
m01oak07359cC	AT1G77370
m01oak07364cC	AT2G16390
m01oak07366CT	AT5G38890
m01oak07367CC	AT4G37790
m01oak07368cC	AT2G18170
m01oak07369cC	AT3G01610
m01oak07371cC	AT3G03420
m01oak07372cC	AT4G04920
m01oak07373cF	AT1G03350
m01oak07374cC	AT3G56720
m01oak07375cC	AT2G41500
m01oak07376CC	AT2G38450
m01oak07377CT	AT5G64920
m01oak07378cC	AT3G21465
m01oak07381cC	AT2G25760
m01oak07388cC	AT4G35930
m01oak07390CC	AT3G15354
m01oak07392Ct	AT2G05760
m01oak07393CC	AT1G67590
m01oak07394CC	AT5G01850
m01oak07395cC	AT5G28770
m01oak07397CC	AT1G75510
m01oak07399Cz	AT3G57450
m01oak07401cC	AT2G03220
m01oak07402Ct	AT3G07300
m01oak07406cC	AT5G40280
m01oak07408cC	AT5G20610
m01oak07411cC	AT3G02860
m01oak07412cC	AT5G35180
m01oak07413CC	AT4G28760
m01oak07416CC	AT2G21630
m01oak07418cC	AT4G24040
m01oak07419CC	AT5G43630
m01oak07422cC	AT5G17420
m01oak07424CC	AT2G20000
m01oak07425Ci	AT5G46420
m01oak07427cc	AT1G59820
m01oak07428cC	AT4G14330
m01oak07429CC	AT4G33510
m01oak07431cC	AT3G01400
m01oak07433CC	AT4G19230
m01oak07434CC	AT4G18030
m01oak07435CC	AT3G07580
m01oak07437CF	AT1G25580
m01oak07438jT	AT1G04210
m01oak07439Ct	AT1G75460
m01oak07443cC	AT5G52510
m01oak07444cC	AT3G19184
m01oak07446CC	AT3G10700
m01oak07447CC	AT1G55850
m01oak07448cC	AT1G60550
m01oak07449CC	AT1G74510
m01oak07451CC	AT3G28480
m01oak07452CC	AT2G40320
m01oak07453CC	AT3G05030
m01oak07455cC	AT4G35730
m01oak07460CC	AT2G19385
m01oak07462cC	AT3G10970
m01oak07463JC	AT1G45150
m01oak07465Jt	AT3G24490
m01oak07467cC	AT1G29820
m01oak07470CF	AT3G20500
m01oak07472sC	AT1G14150
m01oak07473CC	AT1G75760
m01oak07474cC	AT3G15840
m01oak07476cC	AT5G16950
m01oak07477CC	AT1G48460
m01oak07479Ct	AT4G13010
m01oak07480cf	AT3G02580
m01oak07481cf	AT1G06500
m01oak07482cC	AT5G09850
m01oak07485cC	AT1G25570
m01oak07486CC	AT5G01370
m01oak07488cC	AT2G33040
m01oak07491CC	AT5G63620
m01oak07492cC	AT1G69010
m01oak07493CC	AT4G17240
m01oak07495cC	AT3G42660
m01oak07496CC	AT1G33520
m01oak07500cF	AT2G35800
m01oak07501cC	AT1G63700
m01oak07502cF	AT4G03560
m01oak07504cC	AT1G01950
m01oak07505CC	AT5G42820
m01oak07506cC	AT5G66090
m01oak07509cC	AT2G45130
m01oak07512CC	AT3G17205
m01oak07513cC	AT1G55365
m01oak07515CT	AT2G30600
m01oak07516CI	AT1G67930
m01oak07517cC	AT5G13470
m01oak07521cC	AT2G27500
m01oak07522cf	AT3G12150
m01oak07523CC	AT2G43210
m01oak07525CT	AT5G04670
m01oak07527cF	AT5G49570
m01oak07528CC	AT5G57460
m01oak07529CC	AT2G41350
m01oak07531cC	AT4G32880
m01oak07532cC	AT1G07960
m01oak07534cC	AT2G26830
m01oak07535CC	AT1G48570
m01oak07538Ct	AT3G20970
m01oak07539cF	AT5G24260
m01oak07541cF	AT5G20910
m01oak07542cC	AT1G26520
m01oak07545CC	AT2G03480
m01oak07547cC	AT1G50300
m01oak07552cC	AT5G16120
m01oak07554cC	AT4G16490
m01oak07557CC	AT4G26550
m01oak07560CC	AT2G40070
m01oak07561CC	AT3G06100
m01oak07563cC	AT2G26890
m01oak07567cC	AT5G40740
m01oak07570Cf	AT2G26970
m01oak07576cC	AT1G24360
m01oak07577CC	AT3G54750
m01oak07578cf	AT1G31190
m01oak07580cC	AT3G48430
m01oak07581CC	AT5G16810
m01oak07582cC	AT1G79900
m01oak07583cC	AT1G11905
m01oak07586cC	AT4G21610
m01oak07587cc	AT5G38450
m01oak07588cC	AT1G30500
m01oak07590CC	AT5G61330
m01oak07591cC	AT1G11545
m01oak07593cC	AT5G53580
m01oak07596cC	AT2G27110
m01oak07597Cf	AT2G43650
m01oak07598cC	AT5G60570
m01oak07600cC	AT1G42540
m01oak07601CC	AT4G16120
m01oak07602CC	AT2G27980
m01oak07603cC	AT2G30160
m01oak07605cC	AT3G42640
m01oak07610CC	AT1G73740
m01oak07616cC	AT5G14460
m01oak07618JC	AT4G38500
m01oak07619CF	AT1G53580
m01oak07620CC	AT3G52740
m01oak07631cT	AT3G04710
m01oak07632cC	AT5G39410
m01oak07638CC	AT3G10210
m01oak07639cC	AT1G31780
m01oak07640CC	AT2G25740
m01oak07644cC	AT4G31820
m01oak07645cC	AT1G63500
m01oak07647cC	AT3G04650
m01oak07649CC	AT1G43800
m01oak07651cC	AT3G48110
m01oak07653CC	AT1G11870
m01oak07658cC	AT1G54920
m01oak07660Ct	AT1G68400
m01oak07661CC	AT5G20410
m01oak07662JC	AT5G14580
m01oak07666CC	AT3G05680
m01oak07667CC	AT2G03070
m01oak07669cC	AT5G26340
m01oak07671CC	AT1G19150
m01oak07672CC	AT5G48960
m01oak07674cC	AT1G71310
m01oak07676CC	AT5G55130
m01oak07680cT	AT1G80030
m01oak07682CC	AT4G19490
m01oak07685cc	AT3G12870
m01oak07688cC	AT3G27020
m01oak07690cC	AT5G27280
m01oak07692cC	AT3G24550
m01oak07695cf	AT1G12580
m01oak07696cC	AT1G14030
m01oak07698cC	AT4G20330
m01oak07699CC	AT5G04250
m01oak07700cC	AT1G33410
m01oak07701Ct	AT1G02120
m01oak07702CC	AT4G14310
m01oak07704cC	AT3G52060
m01oak07705ci	AT1G63490
m01oak07707cC	AT2G16700
m01oak07709CC	AT1G60960
m01oak07712cC	AT1G05710
m01oak07714CC	AT3G24570
m01oak07719cC	AT2G17970
m01oak07721cC	AT1G19110
m01oak07723CC	AT4G16130
m01oak07726SC	AT5G13020
m01oak07727cC	AT1G24706
m01oak07729cC	AT3G48140
m01oak07730CC	AT5G01180
m01oak07731CC	AT5G58560
m01oak07733CC	AT5G64860
m01oak07734CC	AT1G74880
m01oak07735CC	AT5G57440
m01oak07737cC	AT3G20870
m01oak07738CC	AT2G27090
m01oak07742CC	AT3G13160
m01oak07747CC	AT2G03270
m01oak07749SC	AT1G44970
m01oak07751Ct	AT1G01170
m01oak07754cF	AT1G69690
m01oak07756cC	AT1G01370
m01oak07757CC	AT2G36290
m01oak07758cf	AT2G02170
m01oak07759cC	AT5G40480
m01oak07760cf	AT4G38360
m01oak07761cC	AT3G51390
m01oak07762cC	AT2G47010
m01oak07763cC	AT1G13890
m01oak07764CC	AT4G09630
m01oak07766CC	AT5G50860
m01oak07767jf	AT4G17300
m01oak07768cC	AT3G51130
m01oak07771CC	AT5G18570
m01oak07772cC	AT2G41140
m01oak07773cC	AT1G22170
m01oak07774Ct	AT3G07700
m01oak07775cC	AT2G39810
m01oak07777cT	AT4G01220
m01oak07779CC	AT1G06070
m01oak07781ji	AT4G33430
m01oak07786JC	AT3G24010
m01oak07787cC	AT3G19180
m01oak07788SC	AT5G14020
m01oak07790cC	AT1G04200
m01oak07791cC	AT5G17530
m01oak07792CC	AT4G14920
m01oak07797cF	AT1G49340
m01oak07798cC	AT2G19490
m01oak07799CF	AT1G08680
m01oak07800ci	AT5G47490
m01oak07801CC	AT3G56380
m01oak07802cC	AT3G20430
m01oak07805cf	AT2G23780
m01oak07806Cz	AT4G11175
m01oak07807cC	AT4G24530
m01oak07808Ct	AT2G46520
m01oak07811cC	AT1G07880
m01oak07813CC	AT1G59650
m01oak07816cf	AT3G18790
m01oak07817CC	AT5G49580
m01oak07818cF	AT5G15550
m01oak07819cC	AT1G27290
m01oak07820cf	AT5G04710
m01oak07821cC	AT1G31910
m01oak07822cC	AT2G14520
m01oak07823cC	AT1G18270
m01oak07825CC	AT3G48210
m01oak07826CC	AT2G28060
m01oak07827CC	AT5G05450
m01oak07828cC	AT5G43100
m01oak07831CC	AT1G79150
m01oak07835CC	AT3G20020
m01oak07836cf	AT4G00650
m01oak07837Ct	AT1G05200
m01oak07838CT	AT1G15420
m01oak07839cC	AT1G01120
m01oak07842cC	AT2G39450
m01oak07843cC	AT2G22910
m01oak07846CC	AT4G04940
m01oak07848CF	AT1G50240
m01oak07855cC	AT2G16070
m01oak07856cf	AT2G42240
m01oak07857Ct	AT4G31805
m01oak07858cC	AT3G06270
m01oak07859Ct	AT3G52050
m01oak07860cF	AT3G22170
m01oak07861ct	AT1G18870
m01oak07865CC	AT3G21400
m01oak07867cC	AT3G47390
m01oak07868CC	AT1G11755
m01oak07871cC	AT3G18240
m01oak07873cf	AT1G80920
m01oak07874cT	AT4G31560
m01oak07876CC	AT3G51250
m01oak07878CC	AT2G18220
m01oak07879JC	AT3G11670
m01oak07881Ct	AT4G13670
m01oak07882CC	AT4G12910
m01oak07884cC	AT5G58920
m01oak07885cC	AT5G13980
m01oak07886CC	AT5G54630
m01oak07887cC	AT5G41020
m01oak07889cT	AT4G11560
m01oak07890CF	AT5G18700
m01oak07893cf	AT2G20635
m01oak07899CC	AT5G56580
m01oak07903cT	AT1G09795
m01oak07909CT	AT3G26560
m01oak07910cC	AT5G35430
m01oak07912JC	AT3G01510
m01oak07915cC	AT1G78560
m01oak07918JC	AT3G49050
m01oak07919CC	AT4G08320
m01oak07922CC	AT2G41460
m01oak07924CC	AT2G39930
m01oak07925Jt	AT5G05740
m01oak07926cF	AT1G01040
m01oak07927cC	AT1G65280
m01oak07928cC	AT4G11570
m01oak07929CC	AT5G40610
m01oak07930cC	AT2G19080
m01oak07932CC	AT2G22480
m01oak07935CT	AT5G20350
m01oak07937cC	AT1G06110
m01oak07938CC	AT3G22270
m01oak07939cC	AT5G13570
m01oak07942JC	AT5G27410
m01oak07944cC	AT5G39450
m01oak07945CC	AT3G15220
m01oak07947CC	AT1G55900
m01oak07953cC	AT1G24090
m01oak07954CC	AT4G16070
m01oak07956cC	AT1G79090
m01oak07958Cf	AT5G41580
m01oak07959Ci	AT1G22660
m01oak07961cC	AT1G21700
m01oak07963cC	AT3G44880
m01oak07964CC	AT1G75200
m01oak07967jC	AT5G49820
m01oak07970Ct	AT1G73150
